identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2022-198779,JUDICIAL EN VÍA DE APREMIO,4513 0000 03 0268 20,08-11-2022,28-11-2022,181053,BOE-B-2022-34356,242800,0,0,0,12140,GRAN VÍA GERMANÍAS Nº 9-PTA 12,46006,VALENCIA,Valencia/València,140000,2667,61747,133858
SUB-JA-2022-202973,JUDICIAL EN VÍA DE APREMIO,2860 0000 06 0129 17,08-11-2022,28-11-2022,78131,BOE-B-2022-34194,127392,127392,0,0,6369,CALLE LAGUNA DE LA POSADILLA Nº 2 Y 4,13004,CIUDAD REAL,Ciudad Real,70000,1214,49261,73837
SUB-JA-2022-201223,JUDICIAL EN VÍA DE APREMIO,2193 0000 05 0313 21,08-11-2022,28-11-2022,129695,BOE-B-2022-34241,129695,195038,0,2593,6484,Calle Tossal Blanch,25230,Mollerusa,Lleida,150446,746,0,71522
SUB-JA-2022-203088,JUDICIAL EN VÍA DE APREMIO,0505 0000 06 0040 16,08-11-2022,28-11-2022,71483,BOE-B-2022-34280,142272,0,0,2845,7113,"CALLE CENTRE 8, 4 APARTAM 404",7184,COSTA DE LA CALMA,Illes Balears,82517,4677,70789,142869
SUB-JA-2022-201387,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0135 20,08-11-2022,28-11-2022,338033,BOE-B-2022-34251,554858,0,0,11097,27742,"CALLE DEL HIERRO Nº 17 PORTAL 3, 6ºT",28045,MADRID,Madrid,421692,4398,216825,401725
SUB-JA-2022-203231,JUDICIAL EN VÍA DE APREMIO,2198 0000 06 1109 20,08-11-2022,28-11-2022,14729,BOE-B-2022-34243,96500,0,0,0,4825,"CALLE AGER,29 1º 2º ESC A",25001,LLEIDA,Lleida,19147,1158,81771,47060
SUB-JA-2022-199792,JUDICIAL EN VÍA DE APREMIO,4859 0000 06 0998 20,08-11-2022,28-11-2022,76688,BOE-B-2022-34206,133427,0,0,2668,6671,"calle Málaga número 9, Escalera 1, Planta 07, Puerta E",3710,Calpe,Alicante/Alacant,93398,2558,56739,88031
SUB-JA-2022-203680,JUDICIAL EN VÍA DE APREMIO,3389 0000 06 0045 21,08-11-2022,28-11-2022,35309,BOE-B-2022-34282,124281,124281,0,2485,6214,"c/ Río Caudal, 1-5º C de Lugones",33420,Siero,Asturias,47226,1539,88972,71043
SUB-JA-2022-203058,JUDICIAL EN VÍA DE APREMIO,3118 0000 06 0102 22,08-11-2022,28-11-2022,115693,BOE-B-2022-34310,163579,163579,0,3271,8178,AVENIDA INMACULADA CONCEPCION Nº 117,29631,BENALMADENA,Málaga,170122,2406,47886,110361
SUB-JA-2022-202565,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0319 17,08-11-2022,28-11-2022,57775,BOE-B-2022-34247,84207,0,0,1684,4210,"CALLE PUERTO DEL BRUCH, Nº 5, PISO 3º CENTRO IZQUIERDA",28031,MADRID,Madrid,72418,2393,26432,82401
SUB-JA-2022-198938,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 1081 20,08-11-2022,28-11-2022,21915,BOE-B-2022-34288,61271,0,0,1225,3063,"C\ Perez Dolç 10, 1 - 1 - Esc B",43850,Cambrils,Tarragona,66173,2157,39356,47624
SUB-JA-2022-203338,JUDICIAL EN VÍA DE APREMIO,0154 0000 05 0384 19,08-11-2022,28-11-2022,8109,BOE-B-2022-34205,122845,0,0,2456,6142,"CARRETERA LES ROTES, 47",3700,DÉNIA,Alicante/Alacant,105647,2174,114736,74332
SUB-JA-2021-178733,JUDICIAL EN VÍA DE APREMIO,1245 0000 05 0579 15,08-11-2022,28-11-2022,82845,BOE-B-2022-34192,207008,0,0,4140,10350,RESIDENCIAL LA MARIPOSA. APARTAMENTO 4. PLANTA 1ª. ESCALERA 1. MÓDULO 1,11130,CHICLANA DE LA FRONTERA,Cádiz,115924,1320,124163,95872
SUB-JV-2022-203771,JUDICIAL VOLUNTARIA,1520 0000 05 0052 22,08-11-2022,28-11-2022,0,BOE-B-2022-34197,289027,289027,0,1000,14451,"LUGAR LIRES, 85",15270,CEE,A Coruña,220000,828,289027,140536
SUB-JA-2022-203325,JUDICIAL EN VÍA DE APREMIO,2683 0000 13 0437 19,08-11-2022,28-11-2022,201925,BOE-B-2022-34264,390000,390000,0,7800,19500,CALLE MONTE SOLLUBE NUMERO 26,28669,BOADILLA DEL MONTE,Madrid,460200,3628,188075,262681
SUB-JA-2022-202849,JUDICIAL EN VÍA DE APREMIO,3659 0000 06 0097 21,03-11-2022,24-11-2022,70240,BOE-B-2022-33734,108993,0,0,0,5449,"CALLE AMADEO I, Nº5",28320,PINTO,Madrid,105000,2103,38753,76834
SUB-JA-2022-203031,JUDICIAL EN VÍA DE APREMIO,1250 0000 05 0212 08,03-11-2022,23-11-2022,1207,BOE-B-2022-33712,5139,0,0,102,256,calle alvar nuñez 17,11406,jerez,Cádiz,3597,1333,3932,14272
SUB-JC-2022-201979,JUDICIAL CONCURSAL,2205 0000 52 0600 20,03-11-2022,23-11-2022,229113,BOE-B-2022-33717,40755,0,0,0,2037,"AVENIDA BRETON DE LOS HERREROS 1, 1º DER",26200,HARO,La Rioja,20378,1000,-188358,26601
SUB-JV-2022-202419,JUDICIAL VOLUNTARIA,2959 0000 05 0693 21,03-11-2022,23-11-2022,0,BOE-B-2022-33726,356250,0,0,2000,17812,C/ Cayetano Bolivar Nº1,29591,Málaga,Málaga,362000,1543,356250,249089
SUB-JA-2022-201615,JUDICIAL EN VÍA DE APREMIO,2922 0000 06 0151 21,03-11-2022,23-11-2022,126590,BOE-B-2022-33705,164211,0,0,3284,8210,CALLE FAISAN Nº7,29640,FUENGIROLA,Málaga,137937,3013,37621,119793
SUB-JA-2022-196785,JUDICIAL EN VÍA DE APREMIO,2712 0000 06 0216 21,03-11-2022,23-11-2022,31212,BOE-B-2022-33720,31212,42741,0,624,1560,"calle Mar Cantábrico, n.º 8 - 2.º izquierda",27004,LUGO,Lugo,15606,1109,0,22060
SUB-JA-2022-203201,JUDICIAL EN VÍA DE APREMIO,2064 0000 06 0579 20,03-11-2022,23-11-2022,28251,BOE-B-2022-33715,91732,91732,0,1834,4586,CALLE AGUA Nº 33,23710,BAILEN,Jaén,33023,550,63481,46676
SUB-JA-2022-203447,JUDICIAL EN VÍA DE APREMIO,1323 0000 06 0614 21,03-11-2022,23-11-2022,101138,BOE-B-2022-33692,212750,0,0,0,10637,"Sector R5-A, s/n, planta 3, Costa Azahar I",12594,Oropesa del Mar,Castellón/Castelló,25000,1440,111612,352727
SUB-JA-2022-197365,JUDICIAL EN VÍA DE APREMIO,3214 0000 06 0046 20,03-11-2022,23-11-2022,81355,BOE-B-2022-33763,125083,125083,0,0,6254,C/ JESUS C. ROMERO NIETO,32630,XINZO DE LIMIA,Ourense,50000,882,43728,70827
SUB-JA-2022-190542,JUDICIAL EN VÍA DE APREMIO,4081 0000 06 0600 20,03-11-2022,23-11-2022,343751,BOE-B-2022-33700,276400,0,0,5528,13820,PASAJE EMILIO PRADOS Nº 11,41700,DOS HERMANAS,Sevilla,182424,1721,-67351,133464
SUB-JA-2022-201474,JUDICIAL EN VÍA DE APREMIO,0882 0000 17 0973 19,03-11-2022,23-11-2022,67849,BOE-B-2022-33685,130224,0,0,2604,6511,"AVENIDA DE CRISTOBAL COLON, Nº 11., 3º",6005,BADAJOZ,Badajoz,65112,1723,62375,79580
SUB-JA-2022-203261,JUDICIAL EN VÍA DE APREMIO,2214 0000 06 0147 21,03-11-2022,23-11-2022,22071,BOE-B-2022-33754,206734,0,0,4134,10336,Calle Baja 17,25520,El Pont de Suert,Lleida,41346,1592,184663,85036
SUB-JA-2022-200198,JUDICIAL EN VÍA DE APREMIO,4618 0000 18 0103 22,03-11-2022,23-11-2022,17368,BOE-B-2022-33760,59400,0,0,1188,2970,"CALLE AAIÚN Nº 4, 4ºB",47013,VALLADOLID,Valladolid,21384,1081,42032,32938
SUB-JA-2022-203329,JUDICIAL EN VÍA DE APREMIO,3589 0000 10 0058 22,03-11-2022,23-11-2022,33046,BOE-B-2022-33735,85975,0,0,1719,4298,"CALLE PINTOR LAXEIRO, 57, 5ºC",36004,PONTEVEDRA,Pontevedra,42987,2005,52929,71110
SUB-JA-2022-202834,JUDICIAL EN VÍA DE APREMIO,4851 0000 06 0119 22,03-11-2022,23-11-2022,22125,BOE-B-2022-33759,71673,0,0,1433,3583,CALLE CAAMAÑO Nº 59 1º D,47013,VALLADOLID,Valladolid,44437,1081,49548,36600
SUB-JA-2022-202952,JUDICIAL EN VÍA DE APREMIO,2935 0000 05 0594 17,03-11-2022,23-11-2022,3927,BOE-B-2022-33727,263934,0,0,5278,13196,PLAZA MATEO LUZON 5-5 IZ,29004,MALAGA,Málaga,279770,2708,260007,212482
SUB-JA-2022-202414,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0732 20,03-11-2022,23-11-2022,91067,BOE-B-2022-33737,160603,160603,0,0,8030,"CALLE SOL, 5 Y 7",43850,Cambrils,Tarragona,170000,2157,69536,96241
SUB-JA-2022-201550,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0065 18,03-11-2022,23-11-2022,64908,BOE-B-2022-33721,105819,0,0,2116,5290,"Avenida de Asturias nº 58, Bloque A-6, 3º C, Madrid.",28029,MADRID,Madrid,188357,3761,40911,107107
SUB-JA-2022-201773,JUDICIAL EN VÍA DE APREMIO,3118 0000 06 0599 17,03-11-2022,23-11-2022,163052,BOE-B-2022-33751,180354,180354,0,3607,9017,CALLE MEDINA AZAHARA Nº 12 ESCALERA 4 1ºB,29631,BENALMADENA,Málaga,151497,2406,17302,130913
SUB-JA-2020-152020,JUDICIAL EN VÍA DE APREMIO,1553 0000 06 0273 19,03-11-2022,23-11-2022,12024,BOE-B-2022-33703,35720,0,0,714,1786,"POLIGONO DE CARANZA, CASA 30-7. 8º A - FERROL",15406,FERROL,A Coruña,34291,568,23696,19763
SUB-JA-2022-202533,JUDICIAL EN VÍA DE APREMIO,2960 0000 06 1450 19,01-11-2022,22-11-2022,332084,BOE-B-2022-33378,278369,0,0,5567,13918,"LA CASA DE LAS FLORES, sito en el el paseo de Reding, números 1 y 3, hoy 9 de Málaga",29016,MÁLAGA,Málaga,384149,4464,-53715,289150
SUB-JA-2022-200299,JUDICIAL EN VÍA DE APREMIO,2460 0000 06 0215 21,01-11-2022,22-11-2022,145284,BOE-B-2022-33365,253300,0,0,0,12665,"Calle Flor de Lis, 3 - Piso: 2 - Puerta: A",28029,Madrid,Madrid,72000,3761,108016,135895
SUB-JA-2022-201461,JUDICIAL EN VÍA DE APREMIO,4513 0000 05 0581 21,01-11-2022,22-11-2022,120737,BOE-B-2022-33492,138698,0,0,0,6934,"C/. PINTOR SOROLLA, 2-4",46002,VALENCIA,Valencia/València,168000,3346,17961,125010
SUB-JA-2022-200655,JUDICIAL EN VÍA DE APREMIO,3728 3097 06 0306 21,01-11-2022,22-11-2022,142286,BOE-B-2022-33473,156307,0,0,1563,7815,"c/ Mar Menor, 15. Barrio de Santa María de Gracia",30008,Murcia,Murcia,189133,2500,14021,105776
SUB-JA-2022-203283,JUDICIAL EN VÍA DE APREMIO,4570 0000 06 0806 21,01-11-2022,22-11-2022,102596,BOE-B-2022-33412,213822,0,0,0,10691,AVENIDA VALENCIA 178 URB. CARAMBOLO,46370,CHIVA,Valencia/València,150400,926,111226,106597
SUB-JA-2022-200149,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0155 21,01-11-2022,22-11-2022,71837,BOE-B-2022-33377,165235,0,0,0,8261,"AV CIUDAD DE BARCELONA Nº 57,PLANTA 4, PUERTA 5.",28007,MADRID,Madrid,120000,4701,93398,207089
SUB-JA-2022-200809,JUDICIAL EN VÍA DE APREMIO,1682 0000 06 0478 16,01-11-2022,21-11-2022,141770,BOE-B-2022-33389,160000,0,0,0,8000,"c/ Abat Racimir, 71, 3r 2a",17800,OLOT,Girona,80000,1509,18230,94769
SUB-JA-2022-201768,JUDICIAL EN VÍA DE APREMIO,2845 0000 06 0287 15,01-11-2022,21-11-2022,135675,BOE-B-2022-33446,187858,0,0,3757,9392,VALLE BEATA MADRE MARIA ANTONIA 10,28350,CIEMPOZUELOS,Madrid,78900,1390,52183,107567
SUB-JA-2022-202033,JUDICIAL EN VÍA DE APREMIO,4835 0000 06 0207 19,01-11-2022,21-11-2022,452495,BOE-B-2022-33462,400000,400000,0,150,20000,San Frontis de Zamora en la plaza de Bermillo de Sayago,49120,ZAMORA,Zamora,99900,197,-52495,167790
SUB-JA-2022-202228,JUDICIAL EN VÍA DE APREMIO,0744 0000 06 0112 21,01-11-2022,21-11-2022,89732,BOE-B-2022-33343,192400,0,0,3848,9620,"calle Montseny, 100, piso 2º-1ª",8904,hospitalet de llobregat,Barcelona,96200,2233,102668,98452
SUB-JA-2022-190808,JUDICIAL EN VÍA DE APREMIO,3728 4438 06 0504 11,01-11-2022,21-11-2022,19517,BOE-B-2022-33484,41419,0,0,1656,2070,"c/ Nueva, 159",30612,Ulea,Murcia,23194,544,21902,22258
SUB-JA-2022-202486,JUDICIAL EN VÍA DE APREMIO,4963 0000 06 1425 20,01-11-2022,21-11-2022,72554,BOE-B-2022-33279,167860,0,0,3357,8393,CALLE EL RUISEÑOR Nº5,4230,HUERCAL DE ALMERIA,Almería,204789,1021,95306,89644
SUB-JA-2022-202797,JUDICIAL EN VÍA DE APREMIO,0257 0000 06 0499 20,01-11-2022,21-11-2022,80815,BOE-B-2022-33417,228832,0,0,4576,11441,"Avenida del Perú ,parcela numero 7",4740,Roquetas de Mar,Almería,201372,1111,148017,109702
SUB-JA-2022-202845,JUDICIAL EN VÍA DE APREMIO,3659 0000 06 0034 21,01-11-2022,21-11-2022,153639,BOE-B-2022-33399,306628,0,0,0,15331,CALLE ERNESTO SABATO 32,28981,PARLA,Madrid,215000,1557,152989,161741
SUB-JV-2022-202680,JUDICIAL VOLUNTARIA,2308 0000 05 0101 20,01-11-2022,21-11-2022,0,BOE-B-2022-33386,30000,30000,15000,1000,1500,MARRUBE,27800,O SAVIÑAO,Lugo,15000,573,30000,17230
SUB-JA-2022-192480,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0016 21,01-11-2022,21-11-2022,51100,BOE-B-2022-33359,114000,0,0,0,5700,"CALLE CUART DE POBLET 85,BLOQUE 2, BAJO DCHA . FINCA 32.455",28047,MADRID,Madrid,104000,2471,62900,81634
SUB-JA-2022-195489,JUDICIAL EN VÍA DE APREMIO,0275 0000 06 0856 17,01-11-2022,21-11-2022,555938,BOE-B-2022-33312,148209,0,0,2964,7410,"CL PIEDAD,9,PL 2º.STO.DOMINGO",4700,EL EJIDO,Almería,29641,944,-407729,82107
SUB-JV-2022-203318,JUDICIAL VOLUNTARIA,1948 0000 70 0006 12,01-11-2022,21-11-2022,11010,BOE-B-2022-33465,10439,17000,0,208,521,Pedro Gutierrez nº 6-1ª planta,26500,CALAHORRA,La Rioja,7308,976,-571,10528
SUB-JV-2022-203387,JUDICIAL VOLUNTARIA,2234 0000 05 0004 22,01-11-2022,21-11-2022,0,BOE-B-2022-33451,65000,0,50000,250,3250,"CALLE ARZOBISPO MARCELO GONZALEZ Nº1, 2ºD",47007,VALLADOLID,Valladolid,50250,1782,65000,62633
SUB-JA-2022-203099,JUDICIAL EN VÍA DE APREMIO,0754 0000 06 1587 14,01-11-2022,21-11-2022,176917,BOE-B-2022-33342,278553,0,0,5571,13927,"C/ PUJÓS, 75, 2-1",8904,L'HOSPITALET DE LLOBREGAT,Barcelona,139276,2233,101636,147028
SUB-JA-2022-203180,JUDICIAL EN VÍA DE APREMIO,4534 0000 06 0921 20,01-11-2022,21-11-2022,1091979,BOE-B-2022-33402,1459603,0,0,29192,72980,"CALLE NOUERS, 8",46980,PATERNA,Valencia/València,1021722,1214,367624,694702
SUB-JA-2022-202027,JUDICIAL EN VÍA DE APREMIO,4726 0000 06 0799 20,01-11-2022,21-11-2022,192540,BOE-B-2022-33292,234035,0,0,0,11701,CALLE GOYA NÚMERO 1,48002,BILBAO,Bizkaia,112160,2500,41495,126698
SUB-JA-2022-202994,JUDICIAL EN VÍA DE APREMIO,2731 0000 06 0364 17,01-11-2022,21-11-2022,70930,BOE-B-2022-33319,102617,0,0,2052,5130,"PARAJE MAICANDIL Y ARROYO DE LAS UVAS, NÚMERO 19, PISO PRIMERO, 55P",29692,MANILVA,Málaga,69779,1954,31687,79159
SUB-JV-2022-203005,JUDICIAL VOLUNTARIA,3389 0000 05 0129 22,01-11-2022,21-11-2022,0,BOE-B-2022-33403,23574,23574,0,471,1178,ERIA DEL HOSPITAL 10 POLA DE SIERO,33510,SIERO,Asturias,69309,1347,23574,29666
SUB-JA-2021-181858,JUDICIAL EN VÍA DE APREMIO,4989 0000 05 0774 19,01-11-2022,21-11-2022,53437,BOE-B-2022-33411,80834,0,0,1616,4041,Partida Cañada del Pi Diseminado Polígono 18N 472C,46340,TUIRS,Valencia/València,64667,731,27397,51310
SUB-JA-2022-202979,JUDICIAL EN VÍA DE APREMIO,3641 0000 06 0024 20,01-11-2022,21-11-2022,55893,BOE-B-2022-33454,105477,0,0,2109,5273,"calle Padre Seixas nº 30, 4º F",36209,VIGO,Pontevedra,162435,2050,49584,76167
SUB-JA-2022-200492,JUDICIAL EN VÍA DE APREMIO,2693 0000 05 0183 20,01-11-2022,21-11-2022,89339,BOE-B-2022-33401,272600,0,0,5452,13630,"C/ TERREROS, 6 - 3º A",28320,PINTO,Madrid,141752,2103,183261,113308
SUB-JA-2022-202259,JUDICIAL EN VÍA DE APREMIO,2751 0000 06 0563 11,01-11-2022,21-11-2022,129919,BOE-B-2022-33315,219075,219075,0,4381,10953,"URBANIZACIÓN VILLAS DE ALMERIMAR,, EDIFICIO 1, PORTAL 2, PLANTA BAJA",4711,EL EJIDO,Almería,56959,1837,89156,121006
SUB-JC-2022-203442,JUDICIAL CONCURSAL,4513 0000 20 0625 20,01-11-2022,21-11-2022,50452,BOE-B-2022-33497,50542,0,0,0,2527,C/EN PROYECTO 32 S/N (URBANIZ. LES BLANQUES),46389,TURIS,Valencia/València,40603,712,90,36738
SUB-JA-2022-203184,JUDICIAL EN VÍA DE APREMIO,1293 0000 06 0594 21,01-11-2022,21-11-2022,111270,BOE-B-2022-33302,230304,0,0,4606,11515,CALLE CANTARRANAS NUMERO 36,29120,ALHAURIN EL GRANDE,Málaga,23030,1512,119034,116970
SUB-JA-2022-203189,JUDICIAL EN VÍA DE APREMIO,0219 0000 06 0474 19,01-11-2022,21-11-2022,59020,BOE-B-2022-33278,300485,0,0,6009,15024,"Avda. Aguilera, nº14, puerta A, planta 1º, tipo C 03007-Alicante",3007,Alicante,Alicante/Alacant,138223,1488,241465,107346
SUB-JA-2022-199619,JUDICIAL EN VÍA DE APREMIO,4513 0000 02 0775 20,01-11-2022,21-11-2022,29689,BOE-B-2022-33491,37611,0,0,0,1880,"C/ Arquitecto Rodríguez, nº 25 puerta 10",46019,VALENCIA,Valencia/València,58000,1318,7922,45338
SUB-JA-2022-200700,JUDICIAL EN VÍA DE APREMIO,1357 0000 06 0786 21,01-11-2022,21-11-2022,21000,BOE-B-2022-33456,54025,0,0,0,2701,C/ VALL DUIXO 10-1 C,12540,VILAREAL,Castellón/Castelló,27100,932,33025,309515
SUB-JV-2022-203043,JUDICIAL VOLUNTARIA,5329 0000 05 0015 21,01-11-2022,21-11-2022,0,BOE-B-2022-33397,385000,385000,0,0,19250,Calle San Pedro nº 22,31797,LARRAINTZAR (ULTZAMA),Navarra,368000,1200,385000,209904
SUB-JA-2022-203120,JUDICIAL EN VÍA DE APREMIO,0183 0000 06 0372 14,01-11-2022,21-11-2022,152620,BOE-B-2022-33391,233440,0,0,4668,11672,"CAMINO ALMORADI, 42 A",3156,CATRAL,Alicante/Alacant,130726,1721,80820,123862
SUB-JA-2021-174769,JUDICIAL EN VÍA DE APREMIO,0102 0000 06 0238 21,01-11-2022,21-11-2022,37692,BOE-B-2022-33277,86457,0,0,1729,4322,CALLE MUSICO TORRES CLIMENT Nº 4-2º C,3011,ALICANTE,Alicante/Alacant,43228,764,48765,51037
SUB-JA-2022-203093,JUDICIAL EN VÍA DE APREMIO,4827 0000 06 1480 17,01-11-2022,21-11-2022,27615,BOE-B-2022-33333,104287,0,0,2085,5214,"PLAZA DIEGO DE SILOE, 7",18007,GRANADA,Granada,39629,1721,76672,64555
SUB-JA-2022-192950,JUDICIAL EN VÍA DE APREMIO,3491 0000 06 0277 16,01-11-2022,21-11-2022,184823,BOE-B-2022-33349,326162,0,0,6523,16308,CALLE JUAN MANUEL DURAN Nº 17-7ºA,35007,LPGC,Las Palmas,247883,1721,141339,186997
SUB-JA-2022-198330,JUDICIAL EN VÍA DE APREMIO,3362 0000 05 0129 19,01-11-2022,21-11-2022,27742,BOE-B-2022-33394,85138,85138,0,1702,4256,"Calle Antonio Bascarán Asúnsulo número 1, escalera A, Piso sexto posterior derecha bajo cubierta, Letra y tipo A), Escalera A)",33010,Oviedo,Asturias,47677,1721,57396,59956
SUB-JA-2022-202428,JUDICIAL EN VÍA DE APREMIO,4542 0000 06 0153 20,01-11-2022,21-11-2022,11237,BOE-B-2022-33283,43531,0,0,870,2176,Cándido Hernández nº 43 3-7,46740,Carcaixent,Valencia/València,19153,1721,32294,43505
SUB-JA-2022-203178,JUDICIAL EN VÍA DE APREMIO,1053 0000 06 1304 19,01-11-2022,21-11-2022,99662,BOE-B-2022-33332,134315,0,0,2686,6715,C/ SALVIA Nº 10 - URBANIZACION PARQUE DLE CUBILLAS,18220,ALBOLOTE,Granada,120883,1310,34653,80719
SUB-JA-2022-203129,JUDICIAL EN VÍA DE APREMIO,1652 0000 06 0465 21,01-11-2022,21-11-2022,100256,BOE-B-2022-33293,120000,0,60000,2400,6000,C/ DE LOS ARENALES DEL MAR 25,17256,PALS,Girona,146400,3176,19744,111921
SUB-JA-2022-199260,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0178 18,01-11-2022,21-11-2022,90491,BOE-B-2022-33366,143011,0,0,2860,7150,C/ PEIRONCELY Nº19 -1º A,28053,MADRID,Madrid,57204,2194,52520,91582
SUB-JA-2022-202644,JUDICIAL EN VÍA DE APREMIO,0451 0000 06 0317 14,01-11-2022,21-11-2022,220095,BOE-B-2022-33396,231501,0,0,4630,11575,"Jaime Ribas Ribas s/n, esc.4, 2, Pont d ¿Inca, Marratxí",7141,Marratxi,Illes Balears,175940,2924,11406,131039
SUB-JC-2022-201921,JUDICIAL CONCURSAL,4885 0000 52 0234 19,01-11-2022,21-11-2022,90249,BOE-B-2022-33311,90249,0,0,1804,4512,"calle del Carmen nº 2, 1º B",50670,Sádaba,Zaragoza,7219,705,0,55658
SUB-JA-2022-202510,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0093 17,01-11-2022,21-11-2022,91403,BOE-B-2022-33372,121486,0,0,2429,6074,"calle guabairo nº 13, escalera 1, planta 5, puerta b",28047,MADRID,Madrid,92329,2471,30083,94864
SUB-JA-2022-202441,JUDICIAL EN VÍA DE APREMIO,4513 0000 10 1644 15,01-11-2022,21-11-2022,33161,BOE-B-2022-33493,89929,0,0,0,4496,"CALLE VIRGEN DE LA CABEZA Nº. 8-2º-3ª, ESC. A",46014,VALENCIA,Valencia/València,812000,1530,56768,91171
SUB-JA-2022-201874,JUDICIAL EN VÍA DE APREMIO,1225 0000 05 0499 15,01-11-2022,21-11-2022,188903,BOE-B-2022-33294,325486,0,0,1000,16274,"VIVIENDA DUPLEX DENOMINADA ¿D¿ EN PLANTA SEGUNDA DEL PORTAL O ESCALERA NUMERO UNO del Edificio en construcción denominado ¿Guadiaro¿, sito en esta ciudad, entre las calles RECREO, GAS y PLAZA DEL ARBOL con acceso por esta última",11009,CADIZ,Cádiz,232000,2952,136583,193962
SUB-JV-2022-202196,JUDICIAL VOLUNTARIA,1326 0000 05 1617 20,01-11-2022,21-11-2022,0,BOE-B-2022-33297,30341,0,0,100,1517,"Carretera Ribesalbes,34-2ºA pta 10",12110,Alcora,Castellón/Castelló,32200,681,30341,306489
SUB-JA-2022-202430,JUDICIAL EN VÍA DE APREMIO,3113 0000 05 1525 18,01-11-2022,21-11-2022,37632,BOE-B-2022-33440,123848,0,0,2476,6192,"VIVIENDA, SITA EN TORREMOLINOS . EN C/ DANZA INVISIBLE, Nº 4 , EDIFICIO D, APARTAMENTO 405 EN PLANTA 4ª, DEL COMPLEJO LA NOGALERA",29620,TORREMOLINOS,Málaga,96601,2589,86216,85722
SUB-JV-2022-201356,JUDICIAL VOLUNTARIA,4091 0000 00 2071 11,01-11-2022,21-11-2022,4928,BOE-B-2022-33431,109701,0,0,100,5485,"Plaza de Oriente nº 4k, 3ª planta, puerta 14, Barriada de Alcosa",41019,Sevilla,Sevilla,35000,1265,104773,51451
SUB-JA-2022-198988,JUDICIAL EN VÍA DE APREMIO,3519 0000 05 0379 15,01-11-2022,21-11-2022,94290,BOE-B-2022-33422,199425,0,0,0,9971,Calle Santa Brigida 46,35100,San Bartolomé de Tirajana,Las Palmas,177000,3300,105135,151026
SUB-JV-2022-202361,JUDICIAL VOLUNTARIA,2255 0000 05 0065 20,01-11-2022,21-11-2022,0,BOE-B-2022-33356,55176,0,0,1103,2758,"AVD. CLUB DEPORTIVO Nº 4, ESC 2, ENTRELO. IZD",26007,Logroño,La Rioja,62900,2098,55176,56359
SUB-JA-2022-202300,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0035 22,01-11-2022,21-11-2022,143611,BOE-B-2022-33364,135409,0,0,2708,6770,"Calle Alzina nº 39 1º B, Madrid.",28054,MADRID,Madrid,162490,3118,-8202,116146
SUB-JA-2022-198060,JUDICIAL EN VÍA DE APREMIO,3519 0000 06 0078 18,13-10-2022,20-11-2022,47714,BOE-B-2022-30962,81000,0,0,0,4050,número 20 de gobierno de la Avenida Italia,35100,San Bartolomé de Tirajana,Las Palmas,142100,3300,33286,83511
SUB-JA-2022-202874,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0050 20,27-10-2022,17-11-2022,11878,BOE-B-2022-32616,49280,0,0,0,2464,"Otros San Timoteo, 1 - Piso: BAJ - Puerta: 3",28011,Madrid,Madrid,63000,2797,37402,33245
SUB-JA-2022-202772,JUDICIAL EN VÍA DE APREMIO,0787 0000 06 0930 20,28-10-2022,17-11-2022,295996,BOE-B-2022-32808,136735,0,0,2734,6836,de la Fuensanta 12,8303,Mataró,Barcelona,112123,1863,-159261,146328
SUB-JA-2022-199029,JUDICIAL EN VÍA DE APREMIO,2212 0000 06 0061 21,28-10-2022,17-11-2022,58703,BOE-B-2022-32819,84787,0,0,0,4239,"CALLE SANTA LUCIA 5, 2 - 2",25282,PERAMOLA,Lleida,59351,1750,26084,68242
SUB-JA-2022-202873,JUDICIAL EN VÍA DE APREMIO,3153 0000 06 0555 21,27-10-2022,17-11-2022,99744,BOE-B-2022-32628,99552,0,0,0,4977,Travesia Monte Mendaur nº 1 -6ºdcha,31006,pamplona,Navarra,121000,3020,-192,101881
SUB-JA-2022-196474,JUDICIAL EN VÍA DE APREMIO,3501 0000 06 0584 20,28-10-2022,17-11-2022,110647,BOE-B-2022-32782,131693,0,0,2633,6584,C/ TORRENT N1 2-4-15,46470,ALBAL,Valencia/València,92185,1130,21046,75644
SUB-JA-2022-195362,JUDICIAL EN VÍA DE APREMIO,5089 0000 06 0003 15,28-10-2022,17-11-2022,54528,BOE-B-2022-32776,188048,0,0,3760,9402,"PL. DEL REINO, 1-17",46600,ALZIRA,Valencia/València,71458,823,133520,81060
